0.0	1.240384506
0.29	763.837068541
0.59	822.352637353
0.92	847.73302244
1.28	878.942403005
1.67	916.018275393
2.1	989.442105472
2.57	1004.09410993
3.11	1051.994333666
3.72	1114.410257891
4.43	1177.743060544
5.28	1246.469369955
6.33	1335.934151481
7.73	1451.841327508
9.82	1566.521011639
14.0	1705.337387508
