0.0	2.028073491
0.29	124.722598496
0.59	113.016869091
0.92	114.582781795
1.28	116.736191589
1.67	117.740164226
2.1	127.352390306
2.57	133.057783678
3.11	129.146523322
3.72	131.943769591
4.43	135.987499961
5.28	137.154502239
6.33	139.542132266
7.73	142.812410892
9.82	145.606386693
14.0	151.353751332
