-0.0	9.996654597951953e-6	4.9983272989759766e-6	1.7313123893294521e-15	0.4137354817586454	1.7313123893294521e-15	0.4137354817586454	0.0027291691562132676
9.996654597951953e-6	2.0033295814295717e-5	1.5014975206123834e-5	9.931480120569704e-15	0.3367359570788611	1.1662792509899157e-14	0.34630337825120666	0.00500374480297268
2.0033295814295754e-5	3.011008359550489e-5	2.507168970490032e-5	2.3954058540271866e-14	0.29694268828937215	3.561685105017102e-14	0.3114806174929201	0.007132501288402855
3.0110083595504886e-5	4.022717852783886e-5	3.516863106167187e-5	4.0423807865137137e-14	0.25531470947340695	7.604065891530816e-14	0.27886791107994024	0.00901640121128714
4.0227178527838996e-5	5.03847418399023e-5	4.5305960183870646e-5	6.137610594730402e-14	0.233278056236843	1.374167648626122e-13	0.25648029091212965	0.010830298347342462
5.038474183990213e-5	6.058293540521369e-5	5.548383862255791e-5	8.596223821711798e-14	0.21728043774075143	2.2337900307973017e-13	0.23982961063956598	0.012592619980862597
6.058293540521365e-5	7.082192174478646e-5	6.570242857500006e-5	1.0725097297207477e-13	0.1927052408863601	3.3062997605180494e-13	0.2222032951577287	0.014169591781915921
7.082192174478647e-5	8.110186402971757e-5	7.596189288725202e-5	1.33979756061353e-13	0.17946707106085122	4.646097321131579e-13	0.20792522741556416	0.015696355007620212
8.110186402971742e-5	9.142292608378825e-5	8.626239505675284e-5	1.6465429140768534e-13	0.17040329623735678	6.292640235208433e-13	0.19659793050190416	0.017205170160572145
9.142292608378822e-5	0.00010178527238607533	9.660409923493177e-5	1.9311277515812272e-13	0.15875803358946333	8.223767986789661e-13	0.1861775926580538	0.01864073499714199
0.00010178527238607526	0.00011218906807357151	0.00010698717022982339	2.2128454245444173e-13	0.1477555824541869	1.0436613411334078e-12	0.1764490669252043	0.020002054558749458
0.00011218906807357161	0.00012263447894381784	0.00011741177350869472	2.5437987175478063e-13	0.14048750911917812	1.2980412128881883e-12	0.1680204338442663	0.02133575546160108
0.00012263447894381797	0.0001331216714575452	0.0001278780752006816	2.84713298362839e-13	0.13203927467179205	1.5827545112510272e-12	0.16016907407887815	0.022612702988413995
0.0001331216714575452	0.00014365081274132733	0.00013838624209943626	3.1242784844528736e-13	0.12323998300672251	1.8951823596963147e-12	0.15262937773772206	0.023819987997182594
0.00014365081274132744	0.0001542220705902447	0.00014893644166578607	3.495550401722672e-13	0.11857545532516466	2.2447373998685818e-12	0.14609566988795172	0.02501955527306122
0.00015422207059024462	0.00016483561347055756	0.0001595288420304011	3.8807269217346506e-13	0.11428895212202311	2.6328100920420467e-12	0.14033880638567017	0.026209233620396576
0.00016483561347055775	0.00017549161052239192	0.00017016361199647485	4.172324516065627e-13	0.10757189799728797	3.0500425436486096e-12	0.13472500520963776	0.02733976946353261
0.000175491610522392	0.00018619023156243354	0.00018084092104241279	4.56160461701127e-13	0.1037193774672961	3.5062030053497368e-12	0.1296814244284824	0.028458379216357715
0.00018619023156243316	0.00019693164708663483	0.000191560939324534	4.947635658518816e-13	0.09986162675491475	4.000966571201619e-12	0.12506326823002364	0.029559343486593462
0.00019693164708663497	0.00020771602827293346	0.00020232383767978423	5.177273940063138e-13	0.09330375659238054	4.518693965207933e-12	0.12036889957733568	0.030587327913915306
0.00020771602827293333	0.00021854354698397702	0.00021312978762845519	5.550010268402175e-13	0.08977869324298622	5.07369499204815e-12	0.11604375786548389	0.031598266932877206
0.00021854354698397715	0.000229414375769865	0.00022397896137692108	5.973571958568878e-13	0.08714889433992783	5.6710521879050376e-12	0.1121277606833147	0.03260555425154851
0.00022941437576986523	0.00024032868787089663	0.00023487153182038091	6.375146210449216e-13	0.08424517027899034	6.3085668089499595e-12	0.10849887906547646	0.033599485333251154
0.00024032868787089633	0.00025128665722033185	0.0002458076725456141	6.731903884584862e-13	0.0808975136910187	6.981757197408446e-12	0.10504317612940765	0.03456748121635081
0.00025128665722033185	0.0002622884584471651	0.00025678755783374845	7.145878605074914e-13	0.07837320266087833	7.696345057915938e-12	0.10182592862767555	0.03552407304343275
0.00026228845844716517	0.00027333426687890577	0.00026781136266303547	7.560685142384281e-13	0.07593364046944787	8.452413572154365e-12	0.09881204478332092	0.03646812277537529
0.0002733342668789059	0.00028442425854437344	0.00027887926271163966	7.926958523953786e-13	0.07312667575651306	9.245109424549743e-12	0.09592317443679801	0.03738890876316715
0.00028442425854437333	0.00029555861017650277	0.00028999143436043805	8.354455131047395e-13	0.0709936726910947	1.0080554937654482e-11	0.09321053151564111	0.038299269623056915
0.00029555861017650277	0.0003067374992151607	0.00030114805469583174	8.81064361913288e-13	0.06914951429111932	1.096161929956777e-11	0.09067456649984092	0.03920342407830521
0.00030673749921516114	0.00031796110380997376	0.0003123493015125675	9.225481958559939e-13	0.06703768939860147	1.1884167495423764e-11	0.08825883019139234	0.04009289932296251
0.00031796110380997365	0.0003292296028231655	0.00032359535331656956	9.46847925508722e-13	0.06384925868508855	1.2831015420932486e-11	0.08583724760521327	0.040940312544089745
0.00032922960282316536	0.00034054317583240995	0.0003348863893277876	9.939344117945403e-13	0.06233210327262185	1.3824949832727026e-11	0.08357154078051993	0.041784553952997586
0.0003405431758324098	0.0003519020031336914	0.00034622258948305057	1.0437898046378757e-12	0.060998609691170026	1.48687396373649e-11	0.08145548435794468	0.04262813065685924
0.0003519020031336915	0.0003633062657441782	0.0003576041344389349	1.0887588139205135e-12	0.05940359688123217	1.5957498451285417e-11	0.07944334787228671	0.04346263381959334
